name,type,address,location,pname,cityname,adname
瑞幸咖啡(上海鲁能国际中心店),餐饮服务;餐饮相关场所;餐饮相关,国耀路209号鲁能国际中心D座一层02单元,"121.486650,31.182040",上海市,上海市,浦东新区
瑞幸咖啡(中铝大厦店),餐饮服务;咖啡厅;咖啡厅,长清北路53号中铝大厦一层大堂,"121.484884,31.184218",上海市,上海市,浦东新区
瑞幸咖啡(嘉汇国际广场店),餐饮服务;餐饮相关场所;餐饮相关,天钥桥路327号嘉汇国际广场F栋嘉食汇一层,"121.443250,31.188753",上海市,上海市,徐汇区
瑞幸咖啡(光启文化广场店),餐饮服务;咖啡厅;咖啡厅,斜土路2899号2幢1层,"121.441090,31.185927",上海市,上海市,徐汇区
瑞幸咖啡(信建大厦店),餐饮服务;咖啡厅;咖啡厅,耀华路488号信建大厦一层大堂,"121.482614,31.172267",上海市,上海市,浦东新区
瑞幸咖啡(虹桥路店),餐饮服务;咖啡厅;咖啡厅,凯旋路1540号轨道交通三号线虹桥路站一层,"121.421062,31.197364",上海市,上海市,长宁区
瑞幸咖啡(数娱大厦店),餐饮服务;餐饮相关场所;餐饮相关,番禺路1028号数娱大厦一层103室,"121.427894,31.194555",上海市,上海市,徐汇区
瑞幸咖啡(环球都会广场店),餐饮服务;咖啡厅;咖啡厅,耀元路58号环球都会广场1号楼一层107室,"121.471453,31.169876",上海市,上海市,浦东新区
瑞幸咖啡(光启城家乐福店),餐饮服务;咖啡厅;咖啡厅,宜山路455号大华光启城负一层120-121号,"121.428512,31.183883",上海市,上海市,徐汇区
瑞幸咖啡(盛源恒华大厦店),餐饮服务;咖啡厅;咖啡厅,文定路200号2幢盛源恒华大厦一层A区大堂,"121.432052,31.186833",上海市,上海市,徐汇区
瑞幸咖啡(绿地汇中心店),餐饮服务;咖啡厅;咖啡厅,云锦路500号绿地汇中心B座一层1-11单元,"121.457241,31.164748",上海市,上海市,徐汇区
瑞幸咖啡(中山SOHO店),餐饮服务;咖啡厅;咖啡厅,中山西路1055号SOHO中山广场A座2层A204室,"121.415242,31.198276",上海市,上海市,长宁区
瑞幸咖啡(大众大厦店),餐饮服务;餐饮相关场所;餐饮相关,中山西路1515号大众大厦1幢一层102室,"121.423268,31.187358",上海市,上海市,徐汇区
瑞幸咖啡(海螺大厦店),餐饮服务;咖啡厅;咖啡厅,中山西路1281号海螺大厦底商,"121.420074,31.191391",上海市,上海市,长宁区
瑞幸咖啡(景鸿大楼店),餐饮服务;咖啡厅;咖啡厅,宜山路508号景鸿大楼一层大堂,"121.425629,31.181915",上海市,上海市,徐汇区
瑞幸咖啡(兆丰环球大厦店),餐饮服务;餐饮相关场所;餐饮相关,中山西路1800号兆丰环球大厦一层大堂,"121.424398,31.183519",上海市,上海市,徐汇区
瑞幸咖啡(汇阳广场店),餐饮服务;咖啡厅;咖啡厅,田林东路55号汇阳广场一层大堂,"121.433686,31.174029",上海市,上海市,徐汇区
瑞幸咖啡(宏润大厦店),餐饮服务;餐饮相关场所;餐饮相关,龙漕路200弄28号宏润大厦1幢一层102室,"121.442631,31.168981",上海市,上海市,徐汇区
瑞幸咖啡(漕宝路日月光店),餐饮服务;咖啡厅;咖啡厅,漕宝路33号日月光购物中心B座一层26-27室,"121.431653,31.168918",上海市,上海市,徐汇区
瑞幸咖啡(建工汇豪大厦店),餐饮服务;餐饮相关场所;餐饮相关,吴中路51号建工汇豪大厦一层大堂,"121.416346,31.187118",上海市,上海市,徐汇区
瑞幸咖啡(华鑫中心店),餐饮服务;咖啡厅;咖啡厅,宜山路717号华鑫中心一层1018、1022室,"121.413912,31.173093",上海市,上海市,徐汇区
瑞幸咖啡(田林坊店),餐饮服务;咖啡厅;咖啡厅,田林路130号田林坊81栋1层大堂,"121.414240,31.172048",上海市,上海市,徐汇区
luckin coffee瑞幸咖啡(徐汇家饰佳店),餐饮服务;咖啡厅;咖啡厅,古宜路与宜山路交叉口西160米,"121.426003,31.184278",上海市,上海市,徐汇区
瑞幸咖啡(中星城店),餐饮服务;咖啡厅;咖啡厅,柳州路77号中星城家乐福一层大堂,"121.428891,31.158662",上海市,上海市,徐汇区
瑞幸咖啡(天源大厦店),餐饮服务;咖啡厅;咖啡厅,内环高架路出口与吴中东路交叉口东南60米,"121.422039,31.188921",上海市,上海市,徐汇区
瑞幸咖啡(龙吴路店),餐饮服务;餐饮相关场所;餐饮相关,龙吴路华沁家园北侧约30米,"121.449903,31.138589",上海市,上海市,徐汇区
瑞幸咖啡(华东理工科技园店),餐饮服务;咖啡厅;咖啡厅,嘉川路245号3号楼上海纳米技术孵化基地一层大堂,"121.429488,31.138230",上海市,上海市,徐汇区
瑞幸咖啡(国民商务花园店),餐饮服务;餐饮相关场所;餐饮相关,虹梅高架路上海国民商务花园,"121.422255,31.125233",上海市,上海市,闵行区
luckin coffee瑞幸咖啡(长江新能源店),餐饮服务;咖啡厅;咖啡厅,九江路675-685号长江新能源大厦1层,"121.477374,31.233776",上海市,上海市,黄浦区
瑞幸咖啡(鸿祥大厦店),餐饮服务;咖啡厅;咖啡厅,黄河路21号鸿祥大厦一层102室,"121.470989,31.233617",上海市,上海市,黄浦区
瑞幸咖啡(仙乐斯广场店),餐饮服务;餐饮相关场所;餐饮相关,南京西路388号上海仙乐斯广场B1,"121.469102,31.231520",上海市,上海市,黄浦区
瑞幸咖啡(雅居乐国际广场店),餐饮服务;咖啡厅;咖啡厅,西藏中路525号雅居乐广场底商,"121.473613,31.236249",上海市,上海市,黄浦区
luckincoffee瑞幸咖啡(第一百货店),餐饮服务;餐饮相关场所;餐饮相关,南京东路830号第一百货商业中心F2,"121.474476,31.235582",上海市,上海市,黄浦区
瑞幸咖啡(远洋商业大厦店),餐饮服务;咖啡厅;咖啡厅,大世界地铁站1号口步行430米,"121.480952,31.230370",上海市,上海市,黄浦区
瑞幸咖啡(港泰广场店),餐饮服务;咖啡厅;咖啡厅,延安东路700号港泰广场瑞幸咖啡,"121.479069,31.229895",上海市,上海市,黄浦区
瑞幸咖啡(恒利国际大厦店),餐饮服务;咖啡厅;咖啡厅,成都北路189号恒利国际大厦,"121.466749,31.227126",上海市,上海市,静安区
瑞幸咖啡(霓虹儿童广场店),餐饮服务;餐饮相关场所;餐饮相关,普安路10号上海霓虹儿童广场普安店负一层南广号,"121.476093,31.226596",上海市,上海市,黄浦区
瑞幸咖啡(淮海中华大厦店),餐饮服务;咖啡厅;咖啡厅,人民路885号淮海中华大厦一层103室,"121.483623,31.225697",上海市,上海市,黄浦区
瑞幸咖啡(旺旺大厦店),餐饮服务;餐饮相关场所;餐饮相关,石门一路213号旺旺大厦大堂一层,"121.462066,31.227874",上海市,上海市,静安区
瑞幸咖啡(新世界大丸百货店),餐饮服务;咖啡厅;咖啡厅,名人基广场(南京东路地铁站5号口旁),"121.484162,31.238154",上海市,上海市,黄浦区
瑞幸咖啡(解放日报大厦店),餐饮服务;咖啡厅;咖啡厅,汉口路300号解放日报大厦底商,"121.484431,31.235909",上海市,上海市,黄浦区
瑞幸咖啡(宏伊国际广场南京东路店),餐饮服务;餐饮相关场所;餐饮相关,南京东路288号宏伊国际广场B1(南京东路地铁站3号口旁),"121.484620,31.237016",上海市,上海市,黄浦区
瑞幸咖啡(旺角广场店),餐饮服务;咖啡厅;咖啡厅,延安东路175号旺角广场一层103室,"121.484646,31.230847",上海市,上海市,黄浦区
瑞幸咖啡(新桥大厦店),餐饮服务;咖啡厅;咖啡厅,新桥路68号新桥大厦店一层102室,"121.466030,31.239984",上海市,上海市,黄浦区
瑞幸咖啡(复兴SOHO店),餐饮服务;咖啡厅;咖啡厅,马当路388号SOHO复兴广场E栋一层107号,"121.474799,31.214543",上海市,上海市,黄浦区
瑞幸咖啡(陕西大厦店),餐饮服务;餐饮相关场所;餐饮相关,延安中路658号陕西大厦一层大堂,"121.461679,31.224367",上海市,上海市,静安区
瑞幸咖啡(上海国际集团大厦店),餐饮服务;咖啡厅;咖啡厅,威海路511号上海国际集团大厦一层,"121.461608,31.226722",上海市,上海市,静安区
瑞幸咖啡(base城市社区苏河店),餐饮服务;咖啡厅;咖啡厅,新疆路518号base城市社区底商,"121.466966,31.242913",上海市,上海市,静安区
瑞幸咖啡(九海百盛店),餐饮服务;咖啡厅;咖啡厅,淮海中路918号九海百盛三层(陕西南路地铁站2号口旁),"121.459125,31.217583",上海市,上海市,黄浦区
瑞幸咖啡(科恩国际中心店),餐饮服务;咖啡厅;咖啡厅,陕西北路66号科恩国际中心一层大堂,"121.456825,31.224898",上海市,上海市,静安区
瑞幸咖啡(兴旺国际服饰城店),餐饮服务;咖啡厅;咖啡厅,江西北路与崇明路交叉口西南20米,"121.483230,31.244973",上海市,上海市,虹口区
瑞幸咖啡(雅克红房子店),餐饮服务;咖啡厅;咖啡厅,陕西南路35号雅克红房子底商,"121.457627,31.220837",上海市,上海市,黄浦区
瑞幸咖啡(泰府名邸店),餐饮服务;咖啡厅;咖啡厅,武定路268号泰府名邸底商,"121.455186,31.235181",上海市,上海市,静安区
瑞幸咖啡(长泰企业天地店),餐饮服务;咖啡厅;咖啡厅,海宁路899号长泰企业天地广场A座一层962单元,"121.477189,31.245862",上海市,上海市,静安区
瑞幸咖啡(嘉里不夜城企业中心店),餐饮服务;餐饮相关场所;餐饮相关,秣陵路228号,"121.454874,31.246958",上海市,上海市,静安区
瑞幸咖啡(上海大悦城店),餐饮服务;咖啡厅;咖啡厅,西藏北路164号静安大悦城北座地下一层B112室,"121.471954,31.244552",上海市,上海市,静安区
瑞幸咖啡(泰禾大厦店),餐饮服务;咖啡厅;咖啡厅,汉中路243号泰禾大厦一楼大堂,"121.456336,31.241909",上海市,上海市,静安区
瑞幸咖啡(上海中信广场店),餐饮服务;餐饮相关场所;餐饮相关,四川北路859号中信广场东区F1层3-01,"121.484312,31.248495",上海市,上海市,虹口区
瑞幸咖啡(中港汇静安店),餐饮服务;咖啡厅;咖啡厅,恒丰路329一层(汉中路地铁站1号口步行330米),"121.455919,31.243614",上海市,上海市,静安区
瑞幸咖啡(银发大厦店),餐饮服务;咖啡厅;咖啡厅,北京西路1068号银发大厦一层大堂,"121.454416,31.230578",上海市,上海市,静安区
瑞辛咖啡店,餐饮服务;咖啡厅;咖啡厅,陕西北路66号科恩国际大厦一楼,"121.456912,31.224857",上海市,上海市,静安区
瑞幸咖啡(永明大厦店),餐饮服务;咖啡厅;咖啡厅,西藏南路1109号永明大厦底商,"121.486707,31.210920",上海市,上海市,黄浦区
瑞幸咖啡(SOHO东海广场店),餐饮服务;餐饮相关场所;餐饮相关,铜仁路299号SOHO东海广场一层104-105室,"121.448647,31.226771",上海市,上海市,静安区
瑞幸咖啡(上海广发大厦店),餐饮服务;咖啡厅;咖啡厅,徐家汇路555号广发大厦一层大堂,"121.472443,31.207860",上海市,上海市,黄浦区
瑞幸咖啡(胶州大楼店),餐饮服务;咖啡厅;咖啡厅,胶州路58号胶州大楼一层(静安寺地铁站2号口步行300米),"121.445361,31.225231",上海市,上海市,静安区
瑞幸咖啡(海泰时代大厦店),餐饮服务;咖啡厅;咖啡厅,武进路289号海泰时代大厦一层107室第五空间内,"121.485289,31.251775",上海市,上海市,虹口区
瑞幸咖啡(太阳CITY店),餐饮服务;咖啡厅;咖啡厅,恒丰路299号京师律师广场1层,"121.456793,31.242931",上海市,上海市,静安区
瑞幸咖啡(壹丰广场店),餐饮服务;餐饮相关场所;餐饮相关,四川北路1363号壹丰广场一层B06室,"121.484036,31.252774",上海市,上海市,虹口区
瑞幸咖啡(虹口SOHO店),餐饮服务;餐饮相关场所;餐饮相关,乍浦路512号虹口SOHO底商,"121.485928,31.253018",上海市,上海市,虹口区
瑞幸咖啡(华祺大厦店),餐饮服务;咖啡厅;咖啡厅,武定路969号1层吧台3-4号,"121.443880,31.230249",上海市,上海市,静安区
瑞幸咖啡(荣德大厦店),餐饮服务;咖啡厅;咖啡厅,峨眉路315号荣德大厦一层102号,"121.490172,31.250641",上海市,上海市,虹口区
瑞幸咖啡(苏河1号店),餐饮服务;咖啡厅;咖啡厅,恒丰路638号苏河1号华森钻石商务广场1层,"121.451559,31.247515",上海市,上海市,静安区
瑞幸咖啡(办伴办公空间耀江店),餐饮服务;咖啡厅;咖啡厅,吴淞路268号耀江国际广场1号楼办伴空间一层,"121.489347,31.248991",上海市,上海市,虹口区
瑞幸咖啡(德安大厦商务中心店),餐饮服务;咖啡厅;咖啡厅,昌平路669号德安大厦底商(昌平路地铁站4号口步行170米),"121.443102,31.234525",上海市,上海市,静安区
瑞幸咖啡(瑞金商务中心店),餐饮服务;咖啡厅;咖啡厅,肇嘉浜路100号瑞金商务中心一层105B室,"121.465117,31.205158",上海市,上海市,黄浦区
瑞幸咖啡(平高国际广场店),餐饮服务;餐饮相关场所;餐饮相关,安远路108号平高国际广场一层06号,"121.446662,31.242057",上海市,上海市,普陀区
瑞幸咖啡(华美达和平酒店店),餐饮服务;咖啡厅;咖啡厅,斜土路688号宿适皇冠酒店1层,"121.472890,31.202326",上海市,上海市,黄浦区
瑞幸咖啡(上海创展大厦店),餐饮服务;咖啡厅;咖啡厅,安远路305号,"121.443263,31.239653",上海市,上海市,静安区
瑞幸咖啡(巴黎春天陕西路店),餐饮服务;咖啡厅;咖啡厅,巴黎春天底商(江宁路地铁站4号口步行350米),"121.442064,31.242392",上海市,上海市,普陀区
瑞幸咖啡(上海瞿溪路店),餐饮服务;咖啡厅;咖啡厅,瞿溪路309-1号(西藏南路地铁站5号口步行410米),"121.490986,31.204594",上海市,上海市,黄浦区
瑞幸咖啡(上海局门路店),餐饮服务;餐饮相关场所;餐饮相关,局门路415号,"121.482133,31.203553",上海市,上海市,黄浦区
瑞幸咖啡(高宝大厦店),餐饮服务;咖啡厅;咖啡厅,四川北路1666号高宝大厦一层大堂,"121.483696,31.257345",上海市,上海市,虹口区
瑞幸咖啡(玖时活力中心),餐饮服务;咖啡厅;咖啡厅,大木桥路18号地下二层(嘉善路地铁站4号口旁),"121.460431,31.201462",上海市,上海市,徐汇区
瑞幸咖啡(源达大厦店),餐饮服务;咖啡厅;咖啡厅,长寿路360号源达大厦一层大堂,"121.439043,31.242096",上海市,上海市,普陀区
瑞幸咖啡(金融街海伦中心店),餐饮服务;咖啡厅;咖啡厅,四平路96号金融海伦中心E楼底商(海伦路地铁站4号口旁),"121.489905,31.259148",上海市,上海市,虹口区
瑞幸咖啡(林顿大厦店),餐饮服务;咖啡厅;咖啡厅,恒丰北路100号林顿大厦一层102室,"121.451661,31.255211",上海市,上海市,静安区
瑞幸咖啡(永融企业中心店),餐饮服务;咖啡厅;咖啡厅,潥阳路1111号永融企业中心一层大堂,"121.488981,31.261327",上海市,上海市,虹口区
瑞幸咖啡(华敏世纪广场店),餐饮服务;餐饮相关场所;餐饮相关,延安西路624号华敏世纪广场底商,"121.435108,31.216244",上海市,上海市,长宁区
瑞幸咖啡(现代交通商务园店),餐饮服务;咖啡厅;咖啡厅,柳营路618号现代交通商务园北楼一层大堂,"121.460185,31.264828",上海市,上海市,静安区
瑞幸咖啡(绿地创客店),餐饮服务;咖啡厅;咖啡厅,东江湾路167号绿地创客底商,"121.479758,31.266896",上海市,上海市,虹口区
瑞幸咖啡(金赢108创意园店),餐饮服务;咖啡厅;咖啡厅,平型关路126号金赢108创意广场银座一层,"121.466782,31.267342",上海市,上海市,静安区
瑞幸咖啡(长寿路店),餐饮服务;咖啡厅;咖啡厅,长寿路恒达广场(长寿路地铁站出入口步行170米),"121.439245,31.240715",上海市,上海市,普陀区
瑞幸咖啡(西部大厦店),餐饮服务;餐饮相关场所;餐饮相关,长寿路767号西部大厦一层大堂,"121.432616,31.236665",上海市,上海市,普陀区
瑞幸咖啡(华东化工大厦店),餐饮服务;咖啡厅;咖啡厅,江苏路591号华东化工大厦一层,"121.432889,31.215052",上海市,上海市,长宁区
luckin coffee瑞幸(甜爱坊店),餐饮服务;咖啡厅;咖啡厅,甜爱支路24号-50号甜爱坊一层103甲室,"121.483587,31.268307",上海市,上海市,虹口区
瑞幸咖啡(名品商厦店),餐饮服务;咖啡厅;咖啡厅,秣陵路228号(上海火车站地铁站3号口旁),"121.458720,31.244885",上海市,上海市,静安区
Luckin coffee瑞幸咖啡(绿地静安柒彩里店),餐饮服务;餐饮相关场所;餐饮相关,万航渡路858号柒彩里中心F1,"121.429565,31.227747",上海市,上海市,静安区
瑞幸咖啡(KING88广场店),餐饮服务;咖啡厅;咖啡厅,长宁路88号King88广场负一层B1-09-01室,"121.427085,31.228810",上海市,上海市,长宁区
瑞幸咖啡(大众金融大厦店),餐饮服务;咖啡厅;咖啡厅,延安西路1088号1层101室,"121.430730,31.211602",上海市,上海市,长宁区
瑞幸咖啡(上海静安大融城店),餐饮服务;咖啡厅;咖啡厅,沪太路1111弄10号1号楼2层L209-2室,"121.474061,31.199668",上海市,上海市,黄浦区
瑞幸咖啡(香溢花城店),餐饮服务;咖啡厅;咖啡厅,石泉东路148号香溢花城底商,"121.434904,31.255644",上海市,上海市,普陀区
瑞幸咖啡(法兰桥创意园店),餐饮服务;咖啡厅;咖啡厅,欧阳路196号法兰桥创意园10号楼一层大堂,"121.487958,31.266922",上海市,上海市,虹口区
瑞幸咖啡(花园坊产业园店),餐饮服务;餐饮相关场所;餐饮相关,中山北一路121号花园坊产业园A2栋一层1024室,"121.477577,31.269979",上海市,上海市,虹口区
瑞幸咖啡(玫瑰坊店),餐饮服务;咖啡厅;咖啡厅,长宁路890号玫瑰坊商场一层F10室,"121.418534,31.219285",上海市,上海市,长宁区
瑞幸咖啡(上海环球港店),餐饮服务;咖啡厅;咖啡厅,中山北路3300号上海环球港北门负一层273号,"121.413188,31.235068",上海市,上海市,普陀区
瑞幸咖啡(平武路店),餐饮服务;咖啡厅;咖啡厅,平武路中国人民解放军海军第905医院,"121.432670,31.208653",上海市,上海市,长宁区
瑞幸咖啡(中瑞商务大厦店),餐饮服务;咖啡厅;咖啡厅,中山北路2438号中瑞商务大厦一层大堂,"121.424630,31.244152",上海市,上海市,普陀区
瑞幸咖啡(嘉利大厦店),餐饮服务;咖啡厅;咖啡厅,延安西路1228弄2号嘉利大厦一层,"121.427771,31.209825",上海市,上海市,长宁区
瑞幸咖啡(绿地和创大厦店),餐饮服务;咖啡厅;咖啡厅,曹杨路450号绿地和创大厦负一层创食季美食广场,"121.420146,31.236899",上海市,上海市,普陀区
瑞幸咖啡(盛泉大楼店),餐饮服务;咖啡厅;咖啡厅,谈家渡路28号盛泉大厦一层大堂,"121.422046,31.234248",上海市,上海市,普陀区
瑞幸咖啡(长宁来福士广场店),餐饮服务;咖啡厅;咖啡厅,长宁路1123号来福士广场东区五层14/15号,"121.415016,31.215877",上海市,上海市,长宁区
瑞幸咖啡(杰地大厦店),餐饮服务;咖啡厅;咖啡厅,凯旋北路606号杰地大厦一层底商,"121.418896,31.240439",上海市,上海市,普陀区
瑞幸咖啡(延安西路店),餐饮服务;咖啡厅;咖啡厅,轨道交通三号线延安西路站延安-3-110商铺(地铁一号出口),"121.417064,31.210159",上海市,上海市,长宁区
瑞幸咖啡(兆丰广场店),餐饮服务;餐饮相关场所;餐饮相关,长宁路999号兆丰广场负一层近中山公园站6号口,"121.418676,31.217977",上海市,上海市,长宁区
瑞幸咖啡(IMshanghai长宁国际店),餐饮服务;咖啡厅;咖啡厅,十钢一号路上海长宁国际发展广场(IM Shanghai长宁国际)东南侧约30米,"121.422298,31.198539",上海市,上海市,长宁区
瑞幸咖啡(浦发广场店),餐饮服务;咖啡厅;咖啡厅,中山北路1737号浦发广场1层A104-B室,"121.434130,31.251885",上海市,上海市,普陀区
瑞幸咖啡(电科大厦店),餐饮服务;餐饮相关场所;餐饮相关,武宁路509号电科大厦一层大堂,"121.413888,31.244673",上海市,上海市,普陀区
瑞幸咖啡(热浪荟健身清水湾店),餐饮服务;咖啡厅;咖啡厅,凯旋北路1495号热浪荟健身房一层大堂,"121.412518,31.229240",上海市,上海市,普陀区
瑞幸咖啡(万宝国际商务中心店),餐饮服务;咖啡厅;咖啡厅,新华路664号25号万宝国际商务中心一层大堂,"121.420333,31.205272",上海市,上海市,长宁区
瑞幸咖啡(定西路店),餐饮服务;咖啡厅;咖啡厅,定西路银统大厦,"121.422871,31.213454",上海市,上海市,长宁区
瑞幸咖啡(大华虎城店),餐饮服务;咖啡厅;咖啡厅,大华路352号大华虎城嘉年华一层105室,"121.414090,31.270116",上海市,上海市,宝山区
瑞幸咖啡(华闻国际大厦店),餐饮服务;餐饮相关场所;餐饮相关,中山西路999号华闻国际大厦一层大堂,"121.414300,31.199586",上海市,上海市,长宁区
瑞幸咖啡(龙之梦购物公园店),餐饮服务;咖啡厅;咖啡厅,长宁路1018号龙之梦购物中心B2层B2-K10A,"121.417163,31.218593",上海市,上海市,长宁区
瑞幸咖啡(天山SOHO店),餐饮服务;餐饮相关场所;餐饮相关,天山路1737号SOHO天山广场,"121.408485,31.209519",上海市,上海市,长宁区
瑞幸咖啡(春之声大厦店),餐饮服务;餐饮相关场所;餐饮相关,中山北路3323号春之声大厦1楼,"121.411307,31.234013",上海市,上海市,普陀区
瑞幸咖啡(百盛优客店),餐饮服务;咖啡厅;咖啡厅,天山路789号百盛优客城市广场五层E02室,"121.403669,31.210589",上海市,上海市,长宁区
瑞幸咖啡(仲盛金融中心店),餐饮服务;餐饮相关场所;餐饮相关,延安西路2067号仲盛金融中心大厦一层03号,"121.408326,31.204020",上海市,上海市,长宁区
瑞幸咖啡(金虹桥店),餐饮服务;咖啡厅;咖啡厅,茅台路179号金虹桥商场负一层LG1011,"121.403321,31.208112",上海市,上海市,长宁区
瑞幸咖啡(古北路店),餐饮服务;咖啡厅;咖啡厅,古北路申菱大厦北侧(娄山关路地铁站5号口步行280米),"121.400840,31.209505",上海市,上海市,长宁区
瑞幸咖啡(远东国际广场店),餐饮服务;咖啡厅;咖啡厅,仙霞路319号远东国际广场A栋一层101室,"121.400733,31.206366",上海市,上海市,长宁区
瑞幸咖啡(协泰中心店),餐饮服务;咖啡厅;咖啡厅,遵义南路88号协泰中心一层大堂,"121.406067,31.204312",上海市,上海市,长宁区
瑞幸咖啡(巴黎春天宝山店),餐饮服务;餐饮相关场所;餐饮相关,真华路888号巴黎春天百货B1,"121.412068,31.270402",上海市,上海市,宝山区
瑞幸咖啡(北巷小区店),餐饮服务;咖啡厅;咖啡厅,怒江北路北巷小区,"121.390077,31.236195",上海市,上海市,普陀区
luckincoffee瑞幸咖啡(东方出版中心店),餐饮服务;餐饮相关场所;餐饮相关,仙霞路345号东方出版中心一层大堂,"121.397991,31.206194",上海市,上海市,长宁区
瑞幸咖啡(国盛中心店),餐饮服务;餐饮相关场所;餐饮相关,中江路388弄国盛中心1号101A室,"121.393543,31.225323",上海市,上海市,普陀区
瑞幸咖啡(天地软件园店),餐饮服务;餐饮相关场所;餐饮相关,中江路879弄上海天地软件园23号一层,"121.389686,31.233465",上海市,上海市,普陀区
瑞幸咖啡(天山路店),餐饮服务;咖啡厅;咖啡厅,天山路600弄思创大厦4号楼,"121.395992,31.213273",上海市,上海市,长宁区
瑞幸咖啡(长风嘉庭国际店),餐饮服务;咖啡厅;咖啡厅,云岭东路391弄3号长风嘉庭国际一层大堂,"121.388054,31.222279",上海市,上海市,普陀区
瑞幸咖啡(鸿海大厦店),餐饮服务;餐饮相关场所;餐饮相关,真北路2167号鸿海大厦一层大堂,"121.391204,31.253633",上海市,上海市,普陀区
瑞幸咖啡(星空广场店),餐饮服务;咖啡厅;咖啡厅,虹桥路1665号星空广场一楼,"121.393014,31.200182",上海市,上海市,长宁区
瑞幸咖啡(新长征商务大厦店),餐饮服务;餐饮相关场所;餐饮相关,梅川路1247号4幢新长征商务大厦一层大堂,"121.384355,31.241017",上海市,上海市,普陀区
瑞幸咖啡(上海红星美凯龙店),餐饮服务;餐饮相关场所;餐饮相关,真北路1108号红星美凯龙南馆负一层,"121.385431,31.238070",上海市,上海市,普陀区
瑞幸咖啡(河畔花园店),餐饮服务;咖啡厅;咖啡厅,周家桥街道水城路883弄1号会所西入口,"121.391024,31.215772",上海市,上海市,长宁区
瑞幸咖啡(中环百联店),餐饮服务;咖啡厅;咖啡厅,真光路1288号中环百联购物中心一层B区,"121.384060,31.245858",上海市,上海市,普陀区
瑞幸咖啡(旭辉世纪广场店),餐饮服务;咖啡厅;咖啡厅,丹巴路与光复西路交叉口东北120米,"121.381166,31.221957",上海市,上海市,普陀区
瑞幸咖啡(赢华国际广场店),餐饮服务;餐饮相关场所;餐饮相关,光复西路2899弄赢华国际广场8号楼一层,"121.384181,31.221426",上海市,上海市,普陀区
瑞幸咖啡(绿洲中环中心店),餐饮服务;餐饮相关场所;餐饮相关,金沙江路1628弄楼绿洲中环中心5号楼金逸影城一层大堂,"121.379372,31.234472",上海市,上海市,普陀区
瑞幸咖啡(光华大厦店),餐饮服务;咖啡厅;咖啡厅,茅台路876号光华大厦一层A1室,"121.382921,31.210913",上海市,上海市,长宁区
瑞幸咖啡(118广场店),餐饮服务;餐饮相关场所;餐饮相关,金沙江路1685号118广场16幢一层BN1-7号,"121.378240,31.231692",上海市,上海市,普陀区
瑞幸咖啡(新长征中环大厦店),餐饮服务;餐饮相关场所;餐饮相关,真光路1219号新长征中环大厦一层大堂,"121.380640,31.243353",上海市,上海市,普陀区
瑞幸咖啡(苏宁天御国际广场店),餐饮服务;咖啡厅;咖啡厅,丹巴路99号苏宁天御国际广场A2座一层105号,"121.380310,31.222639",上海市,上海市,普陀区
瑞幸咖啡(真如铁三角科技园店),餐饮服务;咖啡厅;咖啡厅,真如镇绥德路2弄1号一层101A室,"121.383137,31.263735",上海市,上海市,普陀区
瑞幸咖啡(家乐福天山路店),餐饮服务;咖啡厅;咖啡厅,蒲淞北路18号家乐福超市负一层B103室,"121.375381,31.217102",上海市,上海市,长宁区
瑞幸咖啡(同普大厦店),餐饮服务;餐饮相关场所;餐饮相关,同普路1220号同普大厦一层大堂,"121.370307,31.232695",上海市,上海市,普陀区
瑞幸咖啡(缤谷大厦店),餐饮服务;咖啡厅;咖啡厅,威宁路与天山路交叉口南140米,"121.384909,31.213993",上海市,上海市,长宁区
瑞幸咖啡(凌空SOHO九号楼店),餐饮服务;咖啡厅;咖啡厅,金钟路968号凌空SOHO9号楼负一层C09、C10号,"121.353419,31.221227",上海市,上海市,长宁区
瑞幸咖啡(晨讯科技大楼店),餐饮服务;咖啡厅;咖啡厅,金钟路633号晨讯科技大楼B座一层大堂,"121.359824,31.220178",上海市,上海市,长宁区
瑞幸咖啡(建滔广场店),餐饮服务;咖啡厅;咖啡厅,通协路269号建滔广场4号楼一层135号,"121.355753,31.225061",上海市,上海市,长宁区
瑞幸咖啡(江桥老街店),餐饮服务;餐饮相关场所;餐饮相关,江桥镇虞姬墩路588号103室,"121.342199,31.256819",上海市,上海市,嘉定区
瑞幸咖啡(旭辉虹桥国际店),餐饮服务;咖啡厅;咖啡厅,通协路278号旭辉虹桥国际1号楼底商,"121.354716,31.227647",上海市,上海市,长宁区
瑞幸咖啡(中山国际广场店),餐饮服务;餐饮相关场所;餐饮相关,天山西路789号中山国际广场B栋一层大堂,"121.355225,31.217934",上海市,上海市,长宁区
luckincoffee瑞幸咖啡(临沂路百联社区店),餐饮服务;咖啡厅;咖啡厅,临沂路140号百联临沂购物中心(临沂路店)F1,"121.512175,31.194902",上海市,上海市,浦东新区
瑞幸咖啡(昌里路店),餐饮服务;咖啡厅;咖啡厅,昌里路上钢四村社区(长清路地铁站7号口步行350米),"121.492133,31.173632",上海市,上海市,浦东新区
瑞幸咖啡(最家空间·亿丰时代广场店),餐饮服务;咖啡厅;咖啡厅,三林镇云台路800号亿丰时代广场2层,"121.507269,31.163012",上海市,上海市,浦东新区
